SEASON YEAR,WEEK,TRAP,NUMBER OF MOSQUITOES,WNV POS,WNV NEG,MIR,LATITUDE,LONGITUDE,LOCATION
2022,27,T227,16,0,16,0.0,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2022,28,T227,13,0,13,0.0,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2022,29,T227,10,0,10,0.0,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2022,30,T227,17,0,17,0.0,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2022,32,T227,7,0,7,0.0,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2022,33,T227,2,0,2,0.0,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2022,34,T227,8,0,8,0.0,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2022,35,T227,7,0,7,0.0,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2022,36,T227,10,0,10,0.0,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2022,37,T227,13,0,13,0.0,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2022,38,T227,7,0,7,0.0,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2022,39,T227,3,0,3,0.0,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2018,24,T909,33,0,33,0.0,,,
2018,25,T909,62,0,62,0.0,,,
2018,26,T909,290,1,289,3.4482758620689653,,,
2018,27,T909,10,0,10,0.0,,,
2018,28,T909,4,0,4,0.0,,,
2018,29,T909,2,0,2,0.0,,,
2018,30,T909,7,0,7,0.0,,,
2018,32,T909,74,0,74,0.0,,,
2018,33,T909,1,0,1,0.0,,,
2018,34,T909,1,1,0,1000.0,,,
2018,35,T909,8,0,8,0.0,,,
2020,24,T909,86,0,86,0.0,,,
2020,25,T909,57,0,57,0.0,,,
2020,26,T909,10,0,10,0.0,,,
2020,27,T909,58,0,58,0.0,,,
2020,31,T909,2,0,2,0.0,,,
2020,32,T909,1,0,1,0.0,,,
2020,33,T909,6,0,6,0.0,,,
2020,34,T909,10,0,10,0.0,,,
2020,35,T909,5,1,4,200.0,,,
2020,36,T909,16,0,16,0.0,,,
2020,37,T909,2,0,2,0.0,,,
2020,38,T909,1,0,1,0.0,,,
2021,22,T909,24,0,24,0.0,,,
2021,23,T909,268,0,268,0.0,,,
2021,24,T909,39,0,39,0.0,,,
2021,25,T909,25,0,25,0.0,,,
2021,26,T909,5,0,5,0.0,,,
2021,27,T909,114,0,114,0.0,,,
2021,28,T909,362,0,362,0.0,,,
2021,29,T909,591,3,588,5.076142131979696,,,
2021,30,T909,133,2,131,15.037593984962406,,,
2021,31,T909,280,3,277,10.714285714285714,,,
2021,32,T909,242,3,239,12.396694214876034,,,
2021,33,T909,326,5,321,15.337423312883436,,,
2021,34,T909,100,2,98,20.0,,,
2021,35,T909,108,1,107,9.25925925925926,,,
2021,36,T909,12,0,12,0.0,,,
2021,37,T909,17,0,17,0.0,,,
2021,38,T909,10,0,10,0.0,,,
2022,24,T909,12,0,12,0.0,,,
2022,25,T909,14,0,14,0.0,,,
2022,26,T909,10,0,10,0.0,,,
2022,29,T909,3,0,3,0.0,,,
2022,30,T909,16,0,16,0.0,,,
2022,31,T909,5,0,5,0.0,,,
2022,32,T909,1,0,1,0.0,,,
2022,34,T909,45,1,44,22.22222222222222,,,
2022,36,T909,19,1,18,52.63157894736842,,,
2017,23,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2017,29,T224,2,0,2,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2017,30,T224,3,0,3,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2017,31,T224,3,0,3,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2017,33,T224,3,0,3,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2017,34,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2017,36,T224,2,0,2,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2017,37,T224,2,0,2,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2017,39,T224,3,0,3,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2018,23,T224,2,0,2,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2018,24,T224,5,0,5,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2018,25,T224,10,0,10,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2018,26,T224,4,0,4,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2018,27,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2018,28,T224,2,0,2,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2018,30,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2018,31,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2018,32,T224,4,1,3,250.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2018,33,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2018,36,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2018,38,T224,2,0,2,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,23,T224,8,0,8,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,24,T224,14,0,14,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,25,T224,6,0,6,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,28,T224,4,0,4,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,29,T224,2,0,2,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,31,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,32,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,33,T224,25,0,25,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,34,T224,10,0,10,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,35,T224,6,0,6,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,36,T224,4,0,4,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,37,T224,12,0,12,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,38,T224,40,0,40,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2019,39,T224,9,0,9,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2020,24,T224,3,0,3,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2020,25,T224,4,0,4,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2020,28,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2020,29,T224,4,0,4,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2020,30,T224,2,0,2,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2020,31,T224,8,0,8,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2020,32,T224,9,0,9,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2020,33,T224,38,1,37,26.31578947368421,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2020,34,T224,12,0,12,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2020,35,T224,13,0,13,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2020,36,T224,6,0,6,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2020,37,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2020,38,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2021,23,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2021,26,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2021,27,T224,4,0,4,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2021,28,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2021,30,T224,6,0,6,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2021,32,T224,13,0,13,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2021,33,T224,25,0,25,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2021,34,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2021,35,T224,2,0,2,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2021,37,T224,14,1,13,71.42857142857143,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2021,38,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2021,39,T224,13,0,13,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2022,24,T224,11,0,11,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2022,25,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2022,26,T224,6,0,6,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2022,28,T224,3,0,3,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2022,29,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2022,31,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2022,32,T224,14,1,13,71.42857142857143,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2022,35,T224,8,0,8,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2022,37,T224,7,0,7,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2022,38,T224,1,0,1,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2022,40,T224,5,0,5,0.0,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2017,23,T226,4,0,4,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,24,T226,4,0,4,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,25,T226,1,0,1,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,26,T226,1,0,1,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,27,T226,1,0,1,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,28,T226,4,0,4,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,29,T226,4,0,4,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,30,T226,1,0,1,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,31,T226,1,0,1,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,32,T226,3,0,3,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,34,T226,1,0,1,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,35,T226,2,0,2,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,36,T226,4,0,4,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,37,T226,5,0,5,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,38,T226,5,0,5,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,39,T226,5,0,5,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,23,T226,11,0,11,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,24,T226,3,0,3,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,25,T226,3,0,3,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,26,T226,11,0,11,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,27,T226,4,0,4,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,28,T226,3,0,3,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,29,T226,8,0,8,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,30,T226,1,0,1,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,31,T226,5,0,5,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,32,T226,11,0,11,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,33,T226,13,0,13,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,34,T226,1,0,1,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,35,T226,4,0,4,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,36,T226,1,0,1,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2018,38,T226,7,0,7,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,23,T226,7,0,7,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,24,T226,63,0,63,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,25,T226,16,0,16,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,26,T226,22,0,22,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,27,T226,12,0,12,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,28,T226,12,0,12,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,29,T226,9,0,9,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,30,T226,6,0,6,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,31,T226,10,0,10,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,32,T226,3,0,3,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,33,T226,7,0,7,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,34,T226,7,0,7,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,35,T226,34,1,33,29.41176470588235,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,36,T226,4,0,4,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,37,T226,11,0,11,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,38,T226,7,0,7,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2019,39,T226,13,0,13,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,24,T226,13,0,13,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,25,T226,1,0,1,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,26,T226,6,0,6,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,27,T226,18,0,18,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,28,T226,5,0,5,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,29,T226,10,0,10,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,30,T226,5,0,5,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,31,T226,5,0,5,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,32,T226,1,0,1,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,33,T226,25,0,25,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,34,T226,4,0,4,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,35,T226,29,0,29,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,36,T226,11,0,11,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2020,39,T226,1,0,1,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,23,T226,34,0,34,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,24,T226,121,0,121,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,25,T226,5,0,5,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,26,T226,6,0,6,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,27,T226,14,0,14,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,28,T226,27,0,27,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,29,T226,7,0,7,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,30,T226,7,0,7,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,31,T226,55,0,55,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,32,T226,43,0,43,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,33,T226,50,0,50,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,34,T226,35,1,34,28.571428571428573,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,35,T226,9,0,9,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,36,T226,3,0,3,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,37,T226,134,0,134,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,38,T226,133,0,133,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2021,39,T226,39,0,39,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2022,23,T226,2,0,2,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2022,24,T226,84,0,84,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2022,25,T226,3,0,3,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2022,26,T226,2,0,2,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2022,28,T226,7,0,7,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2022,33,T226,4,0,4,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2022,38,T226,2,0,2,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2017,24,T230,21,0,21,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2017,29,T230,3,0,3,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2017,31,T230,1,0,1,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2017,32,T230,5,0,5,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2017,33,T230,2,0,2,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2017,34,T230,3,0,3,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2017,37,T230,4,0,4,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2017,38,T230,3,0,3,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2017,39,T230,29,0,29,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2018,23,T230,5,0,5,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2018,26,T230,3,0,3,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2018,28,T230,5,0,5,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2018,29,T230,6,0,6,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2018,30,T230,4,0,4,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2018,33,T230,6,1,5,166.66666666666666,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2018,34,T230,14,0,14,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2018,35,T230,7,0,7,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2018,36,T230,4,0,4,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2018,38,T230,1,0,1,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,23,T230,13,0,13,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,24,T230,14,0,14,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,25,T230,35,0,35,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,26,T230,30,0,30,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,27,T230,4,0,4,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,28,T230,17,0,17,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,29,T230,1,0,1,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,30,T230,4,0,4,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,31,T230,4,0,4,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,32,T230,8,0,8,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,33,T230,2,0,2,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,34,T230,1,0,1,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,35,T230,2,0,2,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,36,T230,5,0,5,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,37,T230,18,0,18,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,38,T230,8,0,8,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2019,39,T230,3,0,3,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2020,24,T230,16,0,16,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2020,25,T230,11,0,11,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2020,26,T230,3,0,3,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2020,27,T230,1,0,1,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2020,29,T230,1,0,1,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2020,31,T230,2,0,2,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2020,33,T230,3,0,3,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2020,35,T230,29,1,28,34.48275862068966,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2020,36,T230,7,0,7,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2020,37,T230,4,0,4,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2020,38,T230,2,0,2,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2020,39,T230,11,0,11,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2020,40,T230,5,0,5,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2021,23,T230,1,0,1,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2021,27,T230,5,0,5,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2021,28,T230,24,0,24,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2021,29,T230,16,0,16,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2021,31,T230,18,1,17,55.55555555555556,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2021,32,T230,38,1,37,26.31578947368421,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2021,33,T230,13,1,12,76.92307692307692,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2021,34,T230,10,0,10,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2021,35,T230,6,0,6,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2021,37,T230,15,1,14,66.66666666666667,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2021,38,T230,3,0,3,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2021,39,T230,52,0,52,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2022,23,T230,1,0,1,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2022,24,T230,7,0,7,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2022,25,T230,1,0,1,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2022,29,T230,3,0,3,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2022,30,T230,5,0,5,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2022,31,T230,30,1,29,33.333333333333336,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2022,32,T230,3,0,3,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2022,33,T230,17,1,16,58.8235294117647,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2022,35,T230,22,1,21,45.45454545454545,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2022,36,T230,21,0,21,0.0,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2017,26,T228,1,0,1,0.0,41.953664152,-87.724987191,"(41.95366415238544, -87.72498719138876)"
2017,27,T228,1,0,1,0.0,41.953664152,-87.724987191,"(41.95366415238544, -87.72498719138876)"
2017,28,T228,2,0,2,0.0,41.953664152,-87.724987191,"(41.95366415238544, -87.72498719138876)"
2017,29,T228,3,0,3,0.0,41.953664152,-87.724987191,"(41.95366415238544, -87.72498719138876)"
2017,33,T228,1,0,1,0.0,41.953664152,-87.724987191,"(41.95366415238544, -87.72498719138876)"
2017,34,T228,1,0,1,0.0,41.953664152,-87.724987191,"(41.95366415238544, -87.72498719138876)"
